516 107 106 599 597
517 597 599 600 598
518 598 600 288 287
519 106 105 601 599
520 599 601 602 600
521 600 602 289 288
522 105 13 271 601
523 601 271 272 602
524 602 272 42 289
525 487 488 183 184
526 488 197 31 183
527 489 490 488 487
528 490 198 197 488
529 201 491 186 30
530 491 492 185 186
531 492 487 184 185
532 202 493 491 201
533 493 494 492 491
534 494 489 487 492
535 490 495 199 198
536 495 496 200 199
537 496 203 32 200
538 489 497 495 490
539 497 498 496 495
540 498 204 203 496
541 202 33 205 493
542 493 205 206 494
543 494 206 207 489
544 207 208 497 489
545 208 209 498 497
546 209 34 204 498
547 63 625 269 3
548 625 626 270 269
549 626 310 41 270
550 62 627 625 63
551 627 628 626 625
552 628 309 310 626
553 61 629 627 62
554 629 630 628 627
555 630 308 309 628
556 60 631 629 61
557 631 632 630 629
558 632 307 308 630
559 59 633 631 60
560 633 634 632 631
561 634 306 307 632
562 5 295 633 59
563 295 294 634 633
564 294 44 306 634
565 209 561 248 34
566 561 562 249 248
567 562 264 40 249
568 208 563 561 209
569 563 564 562 561
570 564 263 264 562
571 207 565 563 208
572 565 566 564 563
573 566 262 263 564
574 206 567 565 207
575 567 568 566 565
576 568 261 262 566
577 205 569 567 206
578 569 570 568 567
579 570 260 261 568
580 33 226 569 205
581 226 225 570 569
582 225 38 260 570
583 17 331 667 112
584 331 332 668 667
585 332 48 333 668
586 112 667 669 113
587 667 668 670 669
588 668 333 334 670
589 113 669 671 114
590 669 670 672 671
591 670 334 335 672
592 114 671 673 115
593 671 672 674 673
594 672 335 336 674
595 115 673 675 116
596 673 674 676 675
597 674 336 337 676
598 116 675 329 15
599 675 676 330 329
600 676 337 47 330
